Keys,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
A01365190,-0.11484570056200027,0.06896322965621948,0.03167738392949104,-0.043611638247966766,-0.04010171443223953,-0.12817072868347168,-0.029912862926721573,-0.03492558002471924,0.13037072122097015,-0.12011127173900604,0.21957750618457794,-0.056439295411109924,-0.17695742845535278,-0.08337574452161789,0.002077382057905197,0.10405397415161133,-0.14639271795749664,-0.07984071969985962,-0.052756574004888535,-0.07534507662057877,0.039280004799366,-0.02843259647488594,0.054436489939689636,0.08430734276771545,-0.062126368284225464,-0.4251099228858948,-0.11211956292390823,-0.11905346810817719,0.05466237664222717,-0.08812355995178223,-0.05459979921579361,0.01722469925880432,-0.11064762622117996,-0.024819232523441315,-0.0038371235132217407,0.09902981668710709,-0.06490347534418106,-0.09781485050916672,0.23476141691207886,-0.048546236008405685,-0.09477952122688293,-0.04079987108707428,0.031023774296045303,0.29507550597190857,0.18979531526565552,0.03074732981622219,0.019482016563415527,-0.018001168966293335,0.13256686925888062,-0.22196754813194275,0.08478926122188568,0.13329081237316132,0.05084506794810295,0.01870899647474289,0.15406733751296997,-0.07325270771980286,0.03081098198890686,0.09767677634954453,-0.21439294517040253,0.05994097888469696,-0.010183386504650116,-0.03484559431672096,-0.044822994619607925,-0.059387460350990295,0.23923388123512268,0.13587889075279236,-0.12091248482465744,-0.060091860592365265,0.15714460611343384,-0.21922746300697327,0.016886986792087555,-0.02229989320039749,-0.11680328845977783,-0.22034740447998047,-0.2258032113313675,0.05260266363620758,0.3588082492351532,0.22271086275577545,-0.13042126595973969,0.07207273691892624,-0.0354195274412632,-0.10692227631807327,0.14825589954853058,0.06705311685800552,-0.10733965039253235,-0.0028818249702453613,-0.14369186758995056,0.08020399510860443,0.16361971199512482,-0.007004134356975555,-0.05486471951007843,0.20529600977897644,-0.03628310188651085,0.05740366131067276,0.03835644572973251,-0.03877326101064682,-0.12384584546089172,-0.009913405403494835,-0.16716636717319489,0.011039651930332184,0.09281761944293976,-0.12096758186817169,-0.0429968535900116,0.07434040307998657,-0.13092075288295746,0.03565046191215515,0.008898183703422546,-0.01797262206673622,-0.007165573537349701,0.03770776093006134,-0.22079351544380188,-0.0921706110239029,0.11973851919174194,-0.1858639419078827,0.16355375945568085,0.15756121277809143,0.0680762529373169,0.16519339382648468,0.10048720985651016,0.0139874666929245,0.05772458761930466,-0.07193698734045029,-0.13991834223270416,-0.012435607612133026,0.039607804268598557,0.058118388056755066,0.07532571256160736,0.02484266459941864
A01365190,-0.1350681483745575,0.03541303426027298,0.020635191351175308,-0.04033154249191284,-0.07043316960334778,-0.10104898363351822,0.0005643554031848907,-0.028755147010087967,0.14154471457004547,-0.13496410846710205,0.1745060384273529,-0.022677848115563393,-0.19875024259090424,-0.07792231440544128,0.017510905861854553,0.11405066400766373,-0.1726742684841156,-0.11242662370204926,-0.057417258620262146,-0.011226259171962738,0.10240338742733002,-0.016345076262950897,0.03350401297211647,0.0653410479426384,-0.043587274849414825,-0.4289819598197937,-0.10081195831298828,-0.0805017277598381,0.03706199675798416,-0.03871360421180725,-0.09342359006404877,-0.055494070053100586,-0.2004527449607849,-0.08631963282823563,-0.023713231086730957,0.08914418518543243,-0.024871230125427246,-0.09858408570289612,0.16510619223117828,0.00782720372080803,-0.15402717888355255,-0.011582374572753906,-0.03628850728273392,0.29981857538223267,0.1807464361190796,0.04620783030986786,0.04014941677451134,-0.04949928820133209,0.1150561049580574,-0.20194174349308014,0.07251609116792679,0.08970947563648224,0.10584001988172531,0.00018655508756637573,0.07130081951618195,-0.11156061291694641,0.038800448179244995,0.15890249609947205,-0.21452893316745758,0.0997355580329895,0.015463963150978088,-0.07161007821559906,0.033928900957107544,-0.05914073437452316,0.2696833610534668,0.11011442542076111,-0.090584397315979,-0.1225370466709137,0.17034628987312317,-0.1882067620754242,-0.00667194277048111,-0.04179507493972778,-0.12523218989372253,-0.20581379532814026,-0.27667585015296936,0.021372690796852112,0.3458007872104645,0.18088945746421814,-0.18200403451919556,0.013115085661411285,-0.09380536526441574,-0.021400555968284607,0.16789016127586365,0.12210691720247269,-0.04124583303928375,0.035967037081718445,-0.1762557178735733,0.044254153966903687,0.21646767854690552,-0.016580529510974884,-0.06965626031160355,0.22795923054218292,-0.00995246134698391,0.013397306203842163,0.05067151039838791,-0.039106160402297974,-0.11818095296621323,0.027109649032354355,-0.14158906042575836,0.005807891488075256,0.03861832618713379,-0.13364402949810028,-0.023846089839935303,0.12554562091827393,-0.14849218726158142,0.04206709563732147,-0.0396566167473793,0.009648989886045456,-0.019959673285484314,-0.01641663908958435,-0.16120482981204987,-0.0975530818104744,0.0883098691701889,-0.18504996597766876,0.1899518072605133,0.22149457037448883,0.07816211134195328,0.17409667372703552,0.029369793832302094,0.0211506187915802,0.02491876482963562,-0.03335535526275635,-0.21055005490779877,0.013604679144918919,0.041728366166353226,0.041903331875801086,0.10848888754844666,0.055631719529628754
A01365190,-0.059669848531484604,0.07474996149539948,0.03974493592977524,-0.02796337381005287,-0.06048303842544556,-0.107401043176651,-0.05434786528348923,-0.03017042763531208,0.13470736145973206,-0.03014235384762287,0.19691646099090576,-0.034100212156772614,-0.19232754409313202,-0.12051312625408173,0.052979812026023865,0.10581918805837631,-0.17535457015037537,-0.13318750262260437,-0.01694026216864586,-0.08947991579771042,0.020732875913381577,-0.0037647425197064877,0.0006959661841392517,0.10256369411945343,-0.13593049347400665,-0.3971671462059021,-0.09817999601364136,-0.12038082629442215,-0.018372364342212677,-0.07306772470474243,-0.08113925158977509,0.020551085472106934,-0.153553307056427,-0.09024583548307419,0.057645928114652634,0.12471157312393188,-0.0760597214102745,-0.13344503939151764,0.1857566088438034,-0.0038962364196777344,-0.12201042473316193,-0.0060842037200927734,0.03483474254608154,0.30577415227890015,0.18825817108154297,0.02036948688328266,0.02542736567556858,0.009100377559661865,0.17548534274101257,-0.2206955850124359,0.11822216212749481,0.1892046332359314,0.07937083393335342,0.03453296422958374,0.1598704606294632,-0.11342544853687286,0.01832348108291626,0.1873607337474823,-0.2592426538467407,0.03228781744837761,0.011173427104949951,-0.007236829958856106,0.044586312025785446,-0.0924934670329094,0.20929430425167084,0.18458476662635803,-0.09626010805368423,-0.10579273849725723,0.10498559474945068,-0.18355980515480042,-0.030396591871976852,0.005217421799898148,-0.13013698160648346,-0.22566117346286774,-0.2832823395729065,0.06348781287670135,0.3326178789138794,0.1996142417192459,-0.15890498459339142,0.01243535429239273,-0.027509795501828194,-0.062395863234996796,0.14688582718372345,0.017335757613182068,-0.0891704335808754,0.032179974019527435,-0.1631561666727066,0.03999929130077362,0.19109545648097992,0.05432911962270737,-0.0650169849395752,0.19658146798610687,-0.05622078850865364,0.012912869453430176,0.08055748045444489,-0.010953985154628754,-0.1335720717906952,0.015078593045473099,-0.1637520045042038,0.007358089089393616,0.04242672771215439,-0.11870768666267395,-0.025459423661231995,0.09987897425889969,-0.14473824203014374,0.02300742268562317,0.004577353596687317,-0.0013700779527425766,-0.09609028697013855,0.0017309635877609253,-0.20827534794807434,-0.04565638303756714,0.1293623447418213,-0.24884799122810364,0.18751628696918488,0.1142534539103508,0.028144674375653267,0.16117919981479645,0.04345858469605446,-0.015101253986358643,-0.03530056029558182,-0.1394597738981247,-0.13117912411689758,-0.02788967452943325,0.048519764095544815,0.0631290003657341,0.12004487216472626,0.031100399792194366
A01365190,-0.09264936298131943,0.048301488161087036,0.017441939562559128,-0.011851409450173378,-0.021100059151649475,-0.11244542896747589,-0.036313463002443314,-0.09018134325742722,0.12995891273021698,-0.07980825006961823,0.23398622870445251,-0.050475068390369415,-0.161048024892807,-0.10684005916118622,0.036345839500427246,0.08217045664787292,-0.1885196566581726,-0.09802591800689697,-0.06255006045103073,-0.0734042152762413,0.02699568122625351,-0.062446579337120056,0.02051633968949318,0.12789759039878845,-0.11494223773479462,-0.38640642166137695,-0.12276912480592728,-0.17700010538101196,0.0248135793954134,-0.10860855877399445,-0.09151063859462738,0.027399733662605286,-0.1379336565732956,-0.06787168979644775,-0.01022379845380783,0.08415035903453827,-0.0632045790553093,-0.08568829298019409,0.20801636576652527,-0.0023579818662256002,-0.15491235256195068,0.041293829679489136,-0.05483027175068855,0.3033887445926666,0.27430468797683716,-0.0006027929484844208,-0.02501281164586544,-0.0040618181228637695,0.18978643417358398,-0.2197294384241104,0.011132515966892242,0.16781967878341675,0.16902253031730652,0.010636590421199799,0.054252222180366516,-0.09193974733352661,0.0128726065158844,0.11367888748645782,-0.2918730676174164,0.05816520005464554,-0.03812236338853836,-0.16519024968147278,0.016869567334651947,-0.03470390662550926,0.1876451075077057,0.1816026121377945,-0.12442029267549515,-0.08483834564685822,0.14883819222450256,-0.20511557161808014,0.02161114290356636,0.015503538772463799,-0.1611543595790863,-0.2894909381866455,-0.26885098218917847,0.06989346444606781,0.35338515043258667,0.1639617383480072,-0.19870755076408386,0.019988324493169785,-0.06960903108119965,-0.051201410591602325,0.10783915966749191,0.09845934063196182,-0.0803084522485733,-0.03751671314239502,-0.1332920491695404,0.03513333201408386,0.17458288371562958,-0.042169228196144104,-0.07132572680711746,0.20343497395515442,-0.09464140236377716,0.07005559653043747,0.060599032789468765,-0.008897826075553894,-0.11697735637426376,0.02003852277994156,-0.13200466334819794,0.03969112038612366,0.0156705379486084,-0.13339826464653015,-0.018845051527023315,0.05146339535713196,-0.1262308955192566,0.06373205035924911,0.0046564191579818726,-0.02179194614291191,-0.05360937863588333,-0.04075205326080322,-0.17833897471427917,-0.061515241861343384,0.16837456822395325,-0.24835079908370972,0.23416349291801453,0.2075490951538086,0.061465948820114136,0.17879784107208252,0.046805985271930695,-0.028924569487571716,-0.008358612656593323,-0.06311145424842834,-0.16023166477680206,0.008184704929590225,0.08376825600862503,0.0348673015832901,0.0720379501581192,-0.03049478679895401
A01365190,-0.01983199268579483,-0.027900852262973785,-0.01708902418613434,-0.03924672678112984,-0.027942895889282227,-0.038669608533382416,0.06419529765844345,-0.06408752501010895,0.19073690474033356,-0.0765022337436676,0.2461264282464981,-0.050219085067510605,-0.17084558308124542,-0.11694145202636719,0.06669821590185165,0.12304408103227615,-0.20081377029418945,-0.0722290575504303,-0.10800103098154068,-0.06987142562866211,0.005125978961586952,-0.1399589478969574,0.04993298649787903,0.09221773594617844,-0.06856340169906616,-0.36732834577560425,-0.06610062718391418,-0.1329851597547531,0.04321597144007683,-0.07412053644657135,-0.032946858555078506,0.13766442239284515,-0.16853655874729156,-0.07382671535015106,-0.025332532823085785,0.08791594952344894,-0.025565922260284424,-0.08048452436923981,0.1801953911781311,-0.03691386803984642,-0.13593609631061554,0.015772491693496704,-0.05971214920282364,0.24435731768608093,0.2598065137863159,0.008957643061876297,-0.001559363678097725,0.02618032693862915,0.1666032075881958,-0.2521238923072815,0.00028812792152166367,0.08961991965770721,0.10418740659952164,-0.008746884763240814,0.03342149406671524,-0.09622789919376373,0.04164135456085205,0.05093297362327576,-0.23859098553657532,0.001411478966474533,0.0022164657711982727,-0.11111436784267426,-0.035363372415304184,-0.0386311337351799,0.22204402089118958,0.16745847463607788,-0.10790117084980011,-0.1099027767777443,0.1749694049358368,-0.1616745889186859,0.006393048912286758,-0.026628859341144562,-0.19794002175331116,-0.19931894540786743,-0.3105532228946686,0.05318985879421234,0.40669894218444824,0.1267590969800949,-0.17506006360054016,0.02633005753159523,-0.08145051449537277,0.02626834064722061,0.10841650515794754,0.0977691039443016,-0.06659295409917831,-0.0056791752576828,-0.12483300268650055,0.028663769364356995,0.12848596274852753,-0.03792296350002289,-0.12620535492897034,0.20611247420310974,-0.05874636769294739,0.038720324635505676,0.044571418315172195,-0.027824901044368744,-0.007438033819198608,0.03673792630434036,-0.1906813234090805,0.032836541533470154,0.0565943568944931,-0.08436763286590576,0.006057485938072205,0.086471326649189,-0.1394096314907074,0.07019046694040298,-0.029883556067943573,0.04682151973247528,0.023628219962120056,0.009063541889190674,-0.17276616394519806,-0.06148959696292877,0.12547409534454346,-0.2673424482345581,0.1479249745607376,0.21440419554710388,0.08049798756837845,0.11334347724914551,0.03171968460083008,0.029992707073688507,0.026339955627918243,0.007388383150100708,-0.19258351624011993,0.008328060619533062,0.05048785358667374,0.06052599102258682,0.018570348620414734,0.03415084630250931
A01422954,-0.09956678003072739,0.03665768355131149,0.060904670506715775,-0.03305551037192345,-0.05340380221605301,-0.035534605383872986,-0.033303152769804,-0.06921985000371933,0.1713460087776184,-0.1093478575348854,0.20405423641204834,0.012677520513534546,-0.15595635771751404,-0.04594585299491882,-0.020040389150381088,0.12002064287662506,-0.1540631353855133,-0.08839292824268341,-0.10517118871212006,-0.10156939923763275,-0.018536332994699478,-0.061721108853816986,0.05139853060245514,0.11944229900836945,-0.0503656342625618,-0.3374767303466797,-0.09550351649522781,-0.11985334753990173,0.16870993375778198,-0.048537224531173706,-0.07428921014070511,-0.03638063371181488,-0.1502794623374939,-0.08207038044929504,-0.009583212435245514,0.0366850271821022,-0.003321610391139984,-0.04320050776004791,0.24331322312355042,-0.045240357518196106,-0.1631423383951187,0.08456578850746155,0.02571508288383484,0.2505287528038025,0.12003418803215027,0.10192848742008209,0.03263157606124878,0.005915194749832153,0.16554301977157593,-0.22630426287651062,0.1013500988483429,0.07984033972024918,0.14869898557662964,-0.005809597671031952,0.09553872048854828,-0.2340388298034668,-0.022432416677474976,0.16108494997024536,-0.21459674835205078,0.16881874203681946,-0.04430198669433594,-0.042345307767391205,0.004806101322174072,-0.008523181080818176,0.25681066513061523,0.22092410922050476,-0.10292410850524902,-0.14147186279296875,0.20610485970973969,-0.15348608791828156,0.08819956332445145,0.05327577143907547,-0.09910344332456589,-0.13516239821910858,-0.20528969168663025,0.07115232944488525,0.3991274833679199,0.1554747223854065,-0.15052837133407593,0.002868339419364929,-0.07217620313167572,-0.027937650680541992,0.03922966122627258,0.07126716524362564,-0.16760194301605225,0.01838647574186325,-0.0825006291270256,0.0036395639181137085,0.11968247592449188,0.0577821359038353,-0.039573557674884796,0.23577189445495605,0.006622891873121262,0.07017998397350311,0.011443592607975006,0.004043303430080414,-0.18246135115623474,-0.033493246883153915,-0.14887027442455292,-0.020364798605442047,0.05430145189166069,-0.04856368899345398,0.07592654973268509,0.07107483595609665,-0.1649271547794342,0.07891466468572617,-0.06628525257110596,0.005676981061697006,-0.0109715536236763,0.1617801934480667,-0.098684161901474,-0.06045252084732056,0.13953368365764618,-0.22227343916893005,0.22325603663921356,0.18630662560462952,0.07592271268367767,0.13013856112957,0.08706651628017426,-0.00135725736618042,0.07273218780755997,0.0009162425994873047,-0.12064995616674423,-0.027640441432595253,0.04792319983243942,-0.12008398771286011,0.09583109617233276,0.0748705267906189
A01422954,-0.12109474092721939,0.07717534899711609,0.07310600578784943,0.031620923429727554,-0.05121263116598129,-0.04146099463105202,-0.008506067097187042,-0.05614273250102997,0.1705850511789322,-0.0841546356678009,0.22386480867862701,-0.019367575645446777,-0.17452873289585114,-0.08598940819501877,0.006531864404678345,0.1237872987985611,-0.14784863591194153,-0.10843949019908905,-0.08740764111280441,-0.09115361422300339,-0.04190055653452873,-0.08395309746265411,0.04568959027528763,0.08887355774641037,-0.04912175238132477,-0.37816935777664185,-0.08827249705791473,-0.11915037035942078,0.15097922086715698,-0.10668522119522095,-0.036038972437381744,-0.019938044250011444,-0.1671963334083557,-0.1279662847518921,0.0036388710141181946,0.06983157992362976,-0.01966109871864319,-0.05849709361791611,0.24568799138069153,-0.10240364074707031,-0.1281381994485855,0.015460938215255737,0.033760473132133484,0.2718012034893036,0.1532599776983261,0.11621035635471344,-0.007556429132819176,-0.0051489174365997314,0.15486614406108856,-0.23331531882286072,0.07933522760868073,0.08660748600959778,0.11278115957975388,0.010242857038974762,0.07575790584087372,-0.15013521909713745,0.02521449327468872,0.11812735348939896,-0.2476513683795929,0.11094795912504196,-0.0022627711296081543,-0.09458345174789429,-0.0040262602269649506,-0.014344848692417145,0.2683636248111725,0.16202884912490845,-0.048789773136377335,-0.12015890330076218,0.20619431138038635,-0.2081446647644043,0.07442732155323029,0.025390643626451492,-0.06003471836447716,-0.15039658546447754,-0.24069252610206604,0.05316069722175598,0.3918397128582001,0.18525858223438263,-0.11301670223474503,0.058297403156757355,-0.03695712238550186,-0.05019787698984146,0.04099894315004349,0.06953828781843185,-0.1638960838317871,0.01308014988899231,-0.08433236181735992,0.02210591733455658,0.15700680017471313,0.07046440243721008,-0.03408223018050194,0.2094244658946991,-0.023822374641895294,0.04272957891225815,0.0687943547964096,-0.061118558049201965,-0.12026164680719376,-0.033831723034381866,-0.15088489651679993,-0.019144318997859955,0.0689849704504013,-0.07495734840631485,0.08334269374608994,0.062419645488262177,-0.17830128967761993,0.0681787058711052,-0.0718207061290741,0.0194273442029953,0.0290302112698555,0.09644517302513123,-0.12150409817695618,-0.060625940561294556,0.18202334642410278,-0.23165875673294067,0.22038626670837402,0.1655292809009552,0.055688075721263885,0.13881278038024902,0.08115553855895996,0.04215441644191742,0.04993660748004913,-0.004979923367500305,-0.13157662749290466,-0.024156177416443825,0.052764132618904114,-0.11111406981945038,0.13920369744300842,0.06620444357395172
A01422954,-0.13937993347644806,0.020522572100162506,0.0656755119562149,-0.009711027145385742,-0.04800689220428467,-0.03578150272369385,-0.026608288288116455,-0.06675690412521362,0.16130781173706055,-0.10859119892120361,0.19874519109725952,-0.007349509745836258,-0.1481621265411377,-0.08350549638271332,-0.007146783173084259,0.11305908858776093,-0.14763543009757996,-0.11247390508651733,-0.10574953258037567,-0.09362488985061646,-0.021569453179836273,-0.08164438605308533,0.05431443825364113,0.09213914722204208,-0.06961183249950409,-0.3735758364200592,-0.08471176773309708,-0.08930792659521103,0.16460895538330078,-0.058852508664131165,-0.026628956198692322,-0.04650760442018509,-0.18546447157859802,-0.07271160930395126,-0.01637566089630127,0.06810028105974197,-0.015981212258338928,-0.059421688318252563,0.26116886734962463,-0.07271397113800049,-0.17420576512813568,0.002214208245277405,0.024065114557743073,0.22377583384513855,0.13762927055358887,0.09527548402547836,0.012035729363560677,0.010639429092407227,0.16609980165958405,-0.25565099716186523,0.0966736301779747,0.09186185896396637,0.14096610248088837,0.008131459355354309,0.10135386884212494,-0.1789984256029129,0.00208890438079834,0.18467071652412415,-0.2288389801979065,0.12660042941570282,-0.051351599395275116,-0.055805452167987823,0.027675943449139595,-0.011401906609535217,0.2624127268791199,0.20536017417907715,-0.08598113059997559,-0.1370583176612854,0.21957074105739594,-0.17409147322177887,0.09226244688034058,0.06654523313045502,-0.05019361153244972,-0.17109037935733795,-0.24792276322841644,0.06240779161453247,0.39467427134513855,0.1930273473262787,-0.13191768527030945,-0.0007836781442165375,-0.060577984899282455,-0.04341556131839752,0.05423946678638458,0.06690540164709091,-0.1675971895456314,0.02041497826576233,-0.08341585099697113,1.665949821472168e-05,0.1414172649383545,0.08520428836345673,-0.05690664425492287,0.2204424887895584,0.000874791294336319,0.06542213261127472,0.018125902861356735,-0.017340093851089478,-0.15059852600097656,-0.01657363772392273,-0.1328492909669876,-0.00503423810005188,0.05394928529858589,-0.02066965401172638,0.10092876106500626,0.07939226925373077,-0.13869723677635193,0.09187333285808563,-0.07417037338018417,0.006298419088125229,-0.008964627981185913,0.12044095993041992,-0.10028067976236343,-0.05875033140182495,0.12439705431461334,-0.24669693410396576,0.20815886557102203,0.16955351829528809,0.05588999390602112,0.15831324458122253,0.08966855704784393,0.01432715356349945,0.0717822015285492,-0.010104134678840637,-0.12002018839120865,-0.016282208263874054,0.03988966718316078,-0.1197594553232193,0.12037414312362671,0.0779525488615036
A01422954,-0.11188830435276031,0.04888369143009186,0.018481247127056122,-0.015612421557307243,-0.02246861904859543,-0.02879553660750389,-0.0027099475264549255,-0.05375237390398979,0.13712015748023987,-0.06940041482448578,0.22339153289794922,-0.019622664898633957,-0.17417746782302856,-0.08659380674362183,-0.03552338480949402,0.11735185980796814,-0.18468821048736572,-0.10720337182283401,-0.07720068842172623,-0.07096777111291885,-0.053685545921325684,-0.11443489044904709,0.04717910289764404,0.07886414974927902,-0.09695880860090256,-0.3601171672344208,-0.0963333398103714,-0.08258338272571564,0.16310463845729828,-0.041324883699417114,-0.044935889542102814,-0.015817664563655853,-0.1691455990076065,-0.04554570093750954,0.00249655544757843,0.026717204600572586,0.009977862238883972,-0.06269550323486328,0.23434151709079742,-0.04362406209111214,-0.15070262551307678,0.007498160004615784,0.04077020287513733,0.27469223737716675,0.1617061197757721,0.09695038199424744,0.028885291889309883,0.003390192985534668,0.15244096517562866,-0.24445195496082306,0.0756165012717247,0.07773591578006744,0.16442930698394775,0.01442643254995346,0.06574050337076187,-0.1678205281496048,0.008841067552566528,0.20773565769195557,-0.21487653255462646,0.11513543128967285,-0.07376843690872192,-0.024889644235372543,0.04738614335656166,-0.017104439437389374,0.2949330806732178,0.17203013598918915,-0.13412994146347046,-0.10862462222576141,0.2097764015197754,-0.17400258779525757,0.08204315602779388,0.05440144240856171,-0.04161566123366356,-0.18780386447906494,-0.2748625874519348,0.07020038366317749,0.36808350682258606,0.23321422934532166,-0.132328063249588,0.009611185640096664,-0.07856433838605881,-0.03138350695371628,0.05743978172540665,0.08817438781261444,-0.20415866374969482,0.009564690291881561,-0.1113320142030716,-0.04670768976211548,0.18304963409900665,0.07837963849306107,-0.07357765734195709,0.21750694513320923,-0.016202326864004135,0.0517481304705143,-0.010127789340913296,-0.002907954156398773,-0.15913596749305725,-0.026049388572573662,-0.10272753238677979,-0.029356427490711212,0.0412500724196434,-0.05127175524830818,0.06874864548444748,0.12537409365177155,-0.18079781532287598,0.08400331437587738,-0.06721155345439911,0.018098674714565277,0.008381806313991547,0.11318394541740417,-0.04070303961634636,-0.05729769170284271,0.09243576228618622,-0.30092206597328186,0.17572687566280365,0.19292068481445312,0.07524283975362778,0.1500503420829773,0.08787276595830917,-0.013041004538536072,0.05409122258424759,-0.019381314516067505,-0.10117889940738678,-0.03349306061863899,0.03999174386262894,-0.12948064506053925,0.12909355759620667,0.05831686407327652
A01422954,-0.16418659687042236,0.09035111218690872,0.047452788800001144,-0.04150794446468353,-0.08847488462924957,-0.044853609055280685,-0.03499170392751694,-0.04252791404724121,0.17043527960777283,-0.05652475729584694,0.18866056203842163,-0.03469248488545418,-0.21204006671905518,-0.023142602294683456,-0.09995374828577042,0.08797182887792587,-0.18195563554763794,-0.09098435193300247,-0.12300767004489899,-0.1044677346944809,-0.028946692124009132,-0.044991008937358856,0.02567792311310768,0.052562542259693146,-0.07608918100595474,-0.35829687118530273,-0.061703070998191833,-0.1180620789527893,0.1391415297985077,-0.08765220642089844,-0.053962163627147675,-0.041996248066425323,-0.18491318821907043,-0.11473540961742401,0.03512322157621384,0.04977411776781082,0.020111650228500366,-0.03975190222263336,0.23945792019367218,-0.07044975459575653,-0.14649169147014618,0.0010799318552017212,0.08607300370931625,0.26945650577545166,0.14647668600082397,0.14533139765262604,-0.01974484883248806,-0.034288302063941956,0.1564607322216034,-0.22726330161094666,0.11177457869052887,0.11083494126796722,0.15272611379623413,0.0005220621824264526,0.10315922647714615,-0.1977415382862091,0.002368330955505371,0.11759147047996521,-0.20798490941524506,0.10502658039331436,-0.0126718208193779,-0.05662650242447853,-0.03985869511961937,-0.03136067092418671,0.24422584474086761,0.14687936007976532,-0.09577806293964386,-0.12799665331840515,0.19044379889965057,-0.20808784663677216,0.09528034925460815,0.06506656110286713,-0.03047894686460495,-0.1408378779888153,-0.2254115492105484,0.04588423669338226,0.4272463321685791,0.18349449336528778,-0.1299361288547516,0.008471332490444183,-0.05746586620807648,-0.09707708656787872,0.0395144447684288,0.08419638127088547,-0.19774015247821808,0.037360914051532745,-0.06391080468893051,0.027223363518714905,0.16244898736476898,0.04528399556875229,-0.03763313591480255,0.1958693265914917,-0.002491408959031105,0.023215249180793762,0.012762419879436493,-0.011948205530643463,-0.18050381541252136,-0.03853151202201843,-0.08741001784801483,-0.016989320516586304,0.12235390394926071,-0.06977260112762451,0.0502081960439682,0.08496272563934326,-0.19164955615997314,0.026147976517677307,-0.07388243079185486,-0.03436918184161186,0.00941101461648941,0.056113749742507935,-0.05203535035252571,-0.08652061223983765,0.16800332069396973,-0.2519854009151459,0.1963275820016861,0.18265308439731598,0.021057138219475746,0.15105295181274414,0.06627847254276276,-0.005122646689414978,0.10440918058156967,0.02382296323776245,-0.09570659697055817,-0.0824163556098938,0.025306031107902527,-0.12285804003477097,0.12870265543460846,0.03043506294488907
